NEWS TITLE,NEWS LINK,SOURCE,CONTENTS
Tinubu creates renewed hope infrastructure development fund,https://www.thecable.ng/tinubu-creates-renewed-hope-infrastructure-development-fund/,TheCable,"President Bola Tinubu on Monday approved the creation of the renewed hope infrastructure development fund (RHIDF).
In a statement, Ajuri Ngelale, presidential spokesperson, said the fund will facilitate effective infrastructure development across the pivotal areas of agriculture, transportation, ports, aviation, energy, healthcare, and education.
Ngelale said the fund will invest in critical national projects that will, among other things, promote growth, enhance local value-addition, create employment opportunities, and stimulate technological innovation and exports.
He added that the fund will raise financing through equity investments, budgetary allocations, special purpose vehicles (SPV), public-private partnerships (PPPs) and multilateral development financing.
Ngelale said Tinubu also directed that the presidential infrastructure development fund (PIDF), a brain child of the Buhari administration, be absorbed into the RHIDF to eliminate administrative inefficiencies.
He noted that the president said projects sponsored under the fund should reflect an equitable national spread to benefit every Nigerian.


"
Cash-strapped Copia suspends service in Central and Eastern Kenya,https://techcabal.com/2024/06/04/copia-stops-orders-in-six-regions-in-kenya/,Techcabal,"Copia Global, a Kenyan B2C e-commerce platform that allows retailers to shop and restock essential goods using a mobile app or USSD, has stopped taking orders from Central and Eastern Kenya one week after cashflow challenges forced it to go into administration.

The new administrators have cut back on Copia’s markets to preserve cash as it seeks new investors, TechCabal has learned. The six affected markets are Naivasha, Machakos, Meru, Embu, Kericho, and Eldoret. 

The staff working in the depots that serve the affected markets have been sent on leave. On May 16, the company said it would lay off over 1,000 workers. The company has 900 permanent employees and 200 casuals on its payroll. 

Anne Mwihaki, Copia’s director of human resources, told employees via email that the company would inform “all external stakeholders, including agents, customers and transporters.” 

In a separate email, Makenzi Muthusi, one of the administrators appointed by Copia, assured employees that the firm had funds to cover May salaries but delayed the disbursement because they “were unable to complete the administrative tasks relating to the bank accounts.” 

Copia Kenya appointed Muthusi and Julius Ngonga of KPMG, an audit and advisory firm, to help turn around operations and raise fresh capital for the Kenyan unit.

“As a follow-up to our previous communication on the administration process, as a reminder, the objectives of the administration are to maintain the company as a going concern, and the administrators continue to work with management to raise capital from new investors for the Kenya business,” Mwihaki said. 

Copia, once a darling of venture capitalists–including US’s DFC and GoodWell Investments–received $123 million in funding but failed to turn on profit. The company sought to turn informal rural kiosks into a multi-billion digital retail platform linking customers directly to fast-moving consumer goods (FMCG) manufacturers to lower product costs. 

At its peak, Copia had 1,800 staff and over 50,000 agents spread across Kenya’s Western, Nyanza, Central, and Eastern regions. In 2022, the firm opened a hub in Uganda but closed after a year, stopping its pan-African expansion ambitions.  "
"Kenya’s Copia mulls shutdown amid plans to lay off over 1,000 staff",https://techcabal.com/2024/05/18/copia-could-shut-down-business/,Techcabal,"Copia Global, a Kenyan B2C e-commerce startup that has raised $123 million in venture funding across seven rounds, is considering laying off employees or shutting down, citing “uncertainties.”

The layoffs, which could affect over 1,000 employees, would be a drastic cost-cutting measure for a company that announced an extension of its Series C round in December 2023. 

”It is important to highlight that uncertainties lie ahead. As a result, it is very likely that there will be a reduction in our workforce and it is possible that the payment of salaries could be at risk,” said Tim Steel, Copia’s CEO, in an internal memo seen by TechCabal.

Steel added that laying off employees would be the first course of action to rein in costs. Should that fail, the company could shut down, joining other Kenyan e-commerce startups that have closed shop since the COVID-19 pandemic, like Wefarm, an agritech startup connecting farmers to farm input distributors, and Zumi, a B2B connecting retailers to suppliers. 

While the startups have blamed funding drought and tough market conditions for their woes, experts suggest that the viability of the business models, absence of industry data to inform expansion, poor infrastructure, and customer trust deficit could be among the factors causing the closures.   

“The company is required, in compliance with the law, to give all staff one (1) month notice of potential redundancies and to undertake a one (1) month consultancy period with all potentially impacted staff. Therefore, all staff are receiving this notice. A notice will also be given to the Labour Officer as required by law,” Steel said.  

Copia is one of Kenya’s most well-funded startups. It announced a $50 million Series C funding round in 2022 and a $20 million extension of the same round in December 2023. 

Despite Copia claiming that it had “cracked the nut of last-mile delivery” and built a fulfilment system for customers in remote parts of the country, signs of strain became obvious in 2023 when it laid off over 700 employees and closed Uganda operations barely two years into the market.  

With an economic downturn and tight capital markets, Copia embraced a strategy of optimising operations to maximise its existing resources. This included a 25% workforce reduction that affected 350 employees.

In July 2023, Copia told TechCabal that it planned to remain profitable and better serve customers through streamlined processes and cost reduction. It suspended plans to expand to other African markets, including Nigeria, Ghana, South Africa, and Mozambique, citing the need “to accelerate Copia’s drive to profitability. 

Copia was founded by Tracy Turner and Jonathan Lewis in 2013 to allow customers in remote areas to order goods through its platform and delivered to them through its network of agents."
Copia enters into administration after failing to secure funding,https://techcabal.com/2024/05/24/copia-enters-into-administration-after-failing-to-secure-funding/,Techcabal,"Copia Global, a B2C e-commerce platform and the parent company of Copia Kenya has entered administration one week after a TechCabal report revealed the company was considering shutting down.  The startup has appointed Makenzi Muthusi and Julius Ngonga of KPMG, an audit and advisory firm, to manage the administration process, per a statement shared with TechCabal.

Copia Global, which raised $123 million across eight funding rounds, failed to secure new funding, putting its operations and over 1,000 jobs at stake. The firm said on May 24 that the administrator will work to raise funding for Copia’s Kenyan unit. 

“Copia Global, the parent company of Copia Kenya, was unable to attract capital on terms that were amenable to all existing stakeholders, funders, and investors. Copia Global is now winding down, leaving the Copia Kenya business in a new position to raise capital directly,” Copia said in a statement sent to TechCabal. 

Copia will lay off an unspecified number of employees to “create a position for growth”, the company said. On May 16, Copia’s CEO Tim Steel told employees that over 1,000 staff could be laid off.  

Also as part of the cost-cutting, Copia Kenya will stop physical order processing and replace it with an online fulfillment model through its mobile app. 

“Under the mandate of the Administrator, the Copia Kenya management team will implement a plan with a lower burn rate, an accelerated path to profitability and a focus on the increasingly digital consumer,” said Copia.

Copia was founded by Tracey Turner and Jonathan Lewis in 2013 to allow customers in remote areas to order goods through its platform and delivered to them through its network of agents.

The company said that it was struggling to meet its obligations like paying salaries, forcing it to close shops after 10 years. Signs that the business was straining started to show in 2023. At its peak, the company had 1,800 employees and a network of 50,000 agents in Kenya and Uganda.

In July 2023, Copia cut its operations and laid off 350 staff. Earlier in the year, it had reduced the headcount by 50 employees in what the company called a drive to keep down labour costs while eyeing profitability.

Copia also closed down the Uganda base, barely two years after setting shop in the country, and rolled back its ambitious expansion plan that would have seen the company set shop in Nigeria, Ghana, South Africa, and Mozambique.

Copia joins a growing list of well-funded Kenyan ventures that have closed shop after failing to raise fresh capital like Wefarm, an agritech startup connecting farmers to farm input distributors, and Zumi, a B2B connecting retailers to suppliers. Others like Sendy and iProcure are under administration while Twiga Foods and Markertforce are teetering, hoping for fresh investors’ confidence.

Copia, alongside Twiga Foods ($186 million) is Kenya’s most funded e-commerce platform.

The shutdown is a big blow to Tim Steel, Copia CEO, who took over from the co-founder Tracy Turner in 2017. Steel told a Kenyan newspaper in 2023 that he is dedicated to making Copia a success.

“I think I fear not succeeding with Copia. Not turning it into that billion-dollar company. Having invested so much time, effort, blood, sweat, and tears into it,” Steel told Business Daily in June 2023."
"Kenya’s Copia mulls shutdown amid plans to lay off over 1,000 staff",https://techcabal.com/2024/05/18/copia-could-shut-down-business/,Techcabal,"Copia Global, a Kenyan B2C e-commerce startup that has raised $123 million in venture funding across seven rounds, is considering laying off employees or shutting down, citing “uncertainties.”

The layoffs, which could affect over 1,000 employees, would be a drastic cost-cutting measure for a company that announced an extension of its Series C round in December 2023. 

”It is important to highlight that uncertainties lie ahead. As a result, it is very likely that there will be a reduction in our workforce and it is possible that the payment of salaries could be at risk,” said Tim Steel, Copia’s CEO, in an internal memo seen by TechCabal.

Steel added that laying off employees would be the first course of action to rein in costs. Should that fail, the company could shut down, joining other Kenyan e-commerce startups that have closed shop since the COVID-19 pandemic, like Wefarm, an agritech startup connecting farmers to farm input distributors, and Zumi, a B2B connecting retailers to suppliers. 

While the startups have blamed funding drought and tough market conditions for their woes, experts suggest that the viability of the business models, absence of industry data to inform expansion, poor infrastructure, and customer trust deficit could be among the factors causing the closures.   

“The company is required, in compliance with the law, to give all staff one (1) month notice of potential redundancies and to undertake a one (1) month consultancy period with all potentially impacted staff. Therefore, all staff are receiving this notice. A notice will also be given to the Labour Officer as required by law,” Steel said.  

Copia is one of Kenya’s most well-funded startups. It announced a $50 million Series C funding round in 2022 and a $20 million extension of the same round in December 2023. 

Despite Copia claiming that it had “cracked the nut of last-mile delivery” and built a fulfilment system for customers in remote parts of the country, signs of strain became obvious in 2023 when it laid off over 700 employees and closed Uganda operations barely two years into the market.  

With an economic downturn and tight capital markets, Copia embraced a strategy of optimising operations to maximise its existing resources. This included a 25% workforce reduction that affected 350 employees.

In July 2023, Copia told TechCabal that it planned to remain profitable and better serve customers through streamlined processes and cost reduction. It suspended plans to expand to other African markets, including Nigeria, Ghana, South Africa, and Mozambique, citing the need “to accelerate Copia’s drive to profitability. 

Copia was founded by Tracy Turner and Jonathan Lewis in 2013 to allow customers in remote areas to order goods through its platform and delivered to them through its network of agents."
Copia fires 350 employees in third round of layoffs,https://techcabal.com/2023/07/26/copia-lays-off-350-employees/,Techcabal,"Copia, a Kenyan e-commerce platform serving low-income households, has laid off 25% of its 1,800 workforce. The company blamed labour costs and a need to improve profitability for the layoffs. 

Copia, a Kenyan e-commerce platform that serves low-income households, has laid off 25% or 350 members of its workforce. First reported by Techweez, the e-commerce company confirmed the layoffs in a statement to TechCabal. Part of the company’s statement said, “The limited restructuring process will likely impact less than 25% (about 350) of the permanent workforce. The majority of Copia’s employees are not affected by this,” says Copia. In compliance with Kenyan labor laws, the employees will be given a one-month notice and leave Copia before September. “Copia management will decide on the affected staff, who will then be informed of their employment status after one month,” the statement from Copia adds.

It is the third time this year that Copia has trimmed its headcount after it laid off 50 Kenyan workers at the start of the year. In April 2023, Copia closed its Ugandan operations making 300 employees redundant.  In 2023 alone, Copia has sacked 700 people.

What’s driving the layoffs?
In January 2022, Copia raised $50 million in a Series C round. And while the company says its in a good position financially, it claims that the layoffs are a way of reducing labour costs while it keeps its eye on boosting profitability. Copia currently employs 1,800 workers, but the company’s headcount will be 1,450 after today’s redundancies. Employees impacted will receive a severance package and other benefits. 

TechCabal confirmed that regular operations continued despite the layoffs, with Copia claiming that it is “optimising a number of key processes in its operations to enable it become more efficient in serving its Customers and partners.”

Official Copia statement to TechCabal
Given that the economic downturn and the constrained capital markets are likely to continue for some time, Copia is optimising a number of key processes in its operations in Kenya to provide a better service to its customers and to drive sustained operating profitability. These changes require Copia to undergo a limited restructure of its operations.   

While improving our operating model through digital, tech-led initiatives to drive faster profitability, this restructuring process will likely impact less than 25% of the permanent workforce and will be undertaken in full compliance with Kenyan labour law and with sensitivity to all employees affected by the process.   

Copia’s Kenyan operation is rapidly growing, providing e-commerce services to middle income consumers through an unrivaled high-quality, low-cost distribution network of over 50,000 agents. In addition, its service also provides local manufacturers with a unique, efficient route to market.   

This limited restructure process is intended to ensure that during these economically challenging times, we will continue to focus our resources on the critical levers of business success and remain a lean and sustainable business for the long-term. This decision is consistent with many of the best companies in Africa and across the world which are responding to the market environment and prioritizing profit.  

We are committed to working hard to achieve our goals and deliver sustainable profitability faster.  "
"Copia, Kenya’s offline e-commerce king, wants more customers to order from its mobile app",https://techcabal.com/2023/11/15/copia-wants-more-online-orders/,Techcabal,"Copia Global, the Kenyan e-commerce startup that has raised $107m in venture funding across seven funding rounds, is launching a campaign to drive more sales through its mobile app. The company, which currently collects and delivers customer orders through 50,000 agents, is taking advantage of the fact that most low- and medium-income Kenyans now have smartphones.

“We started with an offline experience because our customers were offline, but now we can fully focus on transitioning all to our app,” said Tim Steel, CEO of Copia, in a statement seen by TechCabal. 

Currently, most of  Copia’s two million customers place orders for household items, electronics, or packaged foodstuff in person at neighbourhood shops, via USSD, or even call in orders (via phone) to their local shopkeepers. Copia’s new campaign will focus on helping these users transition to placing orders on its mobile app. “The goal is increased direct engagement with our customers so that they can see all our products and the pricing which is difficult when you are in an offline environment,” Steel told TechCabal on a call.

The company launched a similar campaign last year to help agents use smartphones more, leading to an increase in the use of its agent marketplace app from 5% to 80%. A key driver of success was that Copia offered smartphone financing to its agent network. It will offer the same smartphone financing facility to allow current offline and new customers to purchase smartphones (and higher ticket items) and pay in bits.

Founded in 2013 by Tracey Turner and Jonathan Lewis, Copia relies on a network of 50,000 street shops in small towns and semi-rural areas in Kenya to collect and deliver orders. Increasing app usage will change this model as customers rely less on nearby shops, which double as Copia agents to place orders. These shops will still serve as pickup locations, and shopkeepers will still earn commissions from app orders.

Copia says it can better control the shopping experience, have complete visibility over how customers place orders, and even begin to customise offerings based on a customer’s historical preferences. 

Kenya’s smartphone usage has increased 

More Kenyans now own and use smartphones than ever, and mobile internet packages’ costs have fallen steadily since the early 2010s. A Kantar East Africa study commissioned by Copia said 73% of middle and low-income consumers in Kenya now own smartphones. Per the report, half of Copia customers who currently own smartphones use the internet at least once weekly. Given current trends, more Kenyans will transition to smartphones as prices fall and smartphone financing becomes more accessible. 

“Copia is usually the first commerce app our consumers experience, so we have a real responsibility to bring the world to their fingertips,” said Tim Steel. It’s an admission that Copia’s target demographic (rural and peri-urban) are not digital natives and may have difficulty weaning themselves off agents. 

In January 2022, Copia announced a $50 million series C round. This year, the company has cut at least 700 internal roles, in addition to shuttering a recently launched Ugandan business. In addition to its e-commerce business, Copia runs several brand product lines and operates two facilities that produce and package sugar and rice."
Copia shuts down Ugandan operations,https://techcabal.com/2023/04/19/copia-leavesuganda/,Techcabal,"Copia Global is leaving Uganda, TechCabal has learned. The company says its decision is, “consistent with many of the best companies in Africa and across the world which are responding to the market environment and prioritising profit.”
“Given the economic downturn and constrained capital markets are expected to continue for some time, Copia plans to double down on efforts to drive our founding Kenya business to sustainable, scaled profitability,” a company statement reads.
In 2021, Copia set up shop in Uganda, a move which Tracey Turner, Copia Global founder and chair described as “ the next step” in fulfilling the company’s mission to reach Africa’s emerging middle class. “Uganda has one of the fastest growing middle classes in the world with a hard-working population and a dynamic entrepreneurial culture. Copia is designed specifically to serve this high growth but underserved consumer base who want access to high-quality products at the best prices,” Turner had said.
Providing clarification about the decision to leave Uganda, CEO Tim Steel said, “This is the right move for Copia given the market environment,” He says Copia will work hard to reach the point where it can, “restart our Pan African plan.”
“By focusing our resources on our Kenyan business, we can assure short-term profitability and long-term success. This means pausing our international expansion plans, including suspending our Ugandan operation,”  Steel added.
Copia says it has notified its agents and customers in Uganda of its departure and is already paying out outstanding commissions to agents. More than 350 employees will be impacted by Copia’s decision to leave Uganda and double down on Kenya. The firm says affected employees have been provided with a severance package.
Founded in 2012 with operations commencing in 2013,  Copia combines technology and a network of  roughly 40,000 local agents to reach consumers in cities and towns across East Africa. Copia’s aggregation model allows it to pass on reduced prices from its vendor deals to customers. But the firm is also creating its line of branded products and has opened two facilities to package Copia-branded sugar and rice.
Copia has disclosed a total of $103M in funding over 7 rounds according to data from Crunchbase. The latest investment was a $50 million Series C round led by Goodwell Investments which was announced in January 2022.


"
Nigeria to establish solar PV projects with $1.5 billion loan FG secured in August 2022,https://nairametrics.com/2022/12/19/nigeria-to-establish-solar-pv-projects-with-1-5-billion-loan-fg-secured-in-august-2022/,Nairametrics,"The Federal Government of Nigeria and US-based renewable energy company Sun Africa, have signed an agreement for the engineering, procurement, and construction (EPC) of 5,000 MW of solar generation and 2,500 MW/h of battery energy storage power plants.
The power plants will be situated across the country’s six geopolitical zones and will help provide clean and affordable electricity to over 30 million people.  
A statement released by the Federal Government through its official Twitter account noted that the agreement was signed during the US-Africa Business Forum held recently.  
Cost: The Federal Government said the project will be funded with a $10 billion investment from the United States government. 
Part of the funds is a $1.5 billion loan Nigeria obtained from the American export credit agency Exim Bank. Nairametrics gathered that the loan was mobilized by Sun Africa.
 More on the $1.5 billion loan: In August 2022, it was announced that the Federal Government had secured a $1.5 billion loan from the US-Exim Bank to boost solar power infrastructure in 10 different locations in the country. 
For the record: A 2021 solar report on Nigeria, compiled by the Netherlands Enterprise Agency, revealed that Nigeria is one of the fastest-growing markets for solar energy.  
Nigeria has a fairly distributed solar radiation average of 19.8 maximum months of rainfall-modified solar radiation (MJm2/day) 
The report states that the country’s off-grid market for mini-grids and solar home systems is estimated to yield $10 billion annually in revenue and savings of $6 billion for Nigerian homes and businesses.  
The report also highlights the fact that sales of off-grid solar systems (50 – 100W output) increased by more than double in value from $23 million in 2018 to $63 million in 2019. Adding related products, the total import value is closer to $150 million. 


"
World Bank approves $750 million DARES clean energy project in Nigeria ,https://nairametrics.com/2023/12/15/world-bank-approves-750-million-dares-clean-energy-project-in-nigeria/,Nairametrics,"On Thursday, December 14, the World Bank approved the $750 million Distributed Access through Renewable Energy Scale-up (DARES) project in Nigeria.
This is according to a press release seen by Nairametrics. 
According to the press release, $750 million credit from the International Development Association (IDA), is being used to leverage more than $1 billion from private investors and additional funding from different partners.
Contributions include $100 million from the Global Energy Alliance for People and Planet and $200 million from the Japan International Cooperation Agency (JICA).  
Other collaborators in this initiative include the United States Agency for International Development (USAID), the German Development Agency (GIZ), Sustainable Energy for All (SEforAll), and the African Development Bank (AfDB). 
What the initiative hopes to achieve 
This ambitious DARES project aims to provide over 17.5 million Nigerians with better access to electricity through distributed renewable energy solutions. The goal is to tackle the electricity access deficit.  
As of 2021, more than 85 million Nigerians lacked access to reliable electricity. Many households and businesses rely on expensive and environmentally harmful petrol and diesel generators due to the unreliable and insufficient national grid supply. 
To bridge this gap, DARES builds upon the success of the World Bank-financed Nigeria Electrification Project (NEP).
NEP had already made significant strides, establishing 125 mini-grids and selling over a million solar home systems (SHS), benefiting more than 5.5 million Nigerians. Additionally, NEP created over 5,000 local green jobs in Nigeria. 
The new DARES program will assist the Federal Government of Nigeria in coordinating and finance off-grid electrification efforts.
It will also aid states in developing capacity and policies to promote rooftop solar energy.
One of its key focuses is on inclusivity, especially empowering female-headed households and women-led businesses by providing easier access to electricity and increasing women’s employment in the energy sector. 
Shubham Chaudhuri, the World Bank Country Director for Nigeria, emphasized the project’s goal of replacing nearly 280,000 polluting and expensive generator sets, contributing significantly to Nigeria’s energy transition objectives. 
Meanwhile, Adebayo Adelabu, Nigeria’s Minister of Power, noted that this effort would extend access to clean and fair energy to communities that are currently unserved or underserved, promoting empowerment and transformation. 


"
FG to provide solar subsidy in Nigeria through $750 million World Bank loan,https://nairametrics.com/2024/04/11/fg-to-provide-solar-subsidy-in-nigeria-through-750-million-world-bank-loan/,Nairametrics,"The federal government plans to provide subsidy to developers and operators of solar mini-grids in unserved and underserved areas in the country.
The subsidy will be provided through a World Bank approved loan of $750 million under the Distributed Access through Renewable Energy Scale-up (DARES) project.
This was disclosed in the financing agreement for the loan project seen by Nairametrics. The financing agreement for the loan was signed by the Minister of Finance, Wale Edun, on March 31, 2024, and World Bank’s Country Director for Nigeria, Shubham Chaudhuri, on February 19, 2024.
The loan project is fundamentally aimed at augmenting the supply of electricity to both households and micro, small, and medium-sized enterprises (MSMEs) through a surge in private sector-led distributed renewable energy initiatives.
The document noted that the loan will be partly used to provide “Support to the development and operation of privately owned and operated solar hybrid mini grids in unserved and underserved areas through: 1.1. Minimum Subsidy Tender Carrying out of Minimum Subsidy Tender processes and provision of Minimum Capital Cost Subsidies to selected developers/operators of: (a) Isolated mini grids; (b) Interconnected mini grids; or (c) Solar rooftop solutions in Participating States.”
Performance-Based Grants
Asides from providing subsidy, the federal government plans to also provide performance-based grants.
The document noted that there will be “Provision of Performance-Based Grants to eligible mini grid operators based on new customer connections for isolated mini grids and percentage of capital expenditures for interconnected mini grid projects.”
The grant will also cover Standalone Solar (SAS) Systems for Households, MSMEs, and Agribusinesses. This grant will provide “Support to the expansion of SAS systems for households, MSMEs, and agribusinesses in rural areas through: 2.1. Performance Based Grants for Standalone Solar Provision of Performance Based Grants (“PBGs”) to eligible companies to rapidly deploy SAS solutions in rural and underserved areas, through supply and demand side support and based on independently verified outputs, and to support deployment of solar productive use of electricity (PUE) equipment to MSMEs, agribusinesses and commercial customers.”
There will also be “Catalytic Grants Provision of Catalytic Grants, on a matching basis, to eligible SAS companies that target the poor, remote, or hardest to reach consumers in the country.”
About the financing
The loan from the World Bank is structured into three distinct segments, cumulatively forming the $750 million total financial package. This package is segmented into credits of $350 million, $250 million, and $150 million, each earmarked for different facets of the project and subject to currency conversions as necessary.
The primary implementers of this project are the Rural Electrification Agency (REA) and the Lagos State Electricity Board (LSEB), with significant support from the Federal Ministry of Power, the Nigerian Electricity Management Services Agency (NEMSA), the Federal Ministry of Environment, the Nigerian Electrification Regulatory Commission (NERC), and the Federal Ministry of Finance.
Alongside varying interest rates, the principal payments will be done as follows:
The project’s loan terms are delineated with a Maximum Commitment Charge Rate of 1/2 of 1% per annum on the unwithdrawn financing balance.
"
World Bank approves $750 million DARES clean energy project in Nigeria ,https://nairametrics.com/2023/12/15/world-bank-approves-750-million-dares-clean-energy-project-in-nigeria/,Nairametrics,"On Thursday, December 14, the World Bank approved the $750 million Distributed Access through Renewable Energy Scale-up (DARES) project in Nigeria.
This is according to a press release seen by Nairametrics. 
According to the press release, $750 million credit from the International Development Association (IDA), is being used to leverage more than $1 billion from private investors and additional funding from different partners.
Contributions include $100 million from the Global Energy Alliance for People and Planet and $200 million from the Japan International Cooperation Agency (JICA).  
Other collaborators in this initiative include the United States Agency for International Development (USAID), the German Development Agency (GIZ), Sustainable Energy for All (SEforAll), and the African Development Bank (AfDB). 
What the initiative hopes to achieve 
This ambitious DARES project aims to provide over 17.5 million Nigerians with better access to electricity through distributed renewable energy solutions. The goal is to tackle the electricity access deficit.  
As of 2021, more than 85 million Nigerians lacked access to reliable electricity. Many households and businesses rely on expensive and environmentally harmful petrol and diesel generators due to the unreliable and insufficient national grid supply. 
To bridge this gap, DARES builds upon the success of the World Bank-financed Nigeria Electrification Project (NEP).
NEP had already made significant strides, establishing 125 mini-grids and selling over a million solar home systems (SHS), benefiting more than 5.5 million Nigerians. Additionally, NEP created over 5,000 local green jobs in Nigeria. 
The new DARES program will assist the Federal Government of Nigeria in coordinating and finance off-grid electrification efforts.
It will also aid states in developing capacity and policies to promote rooftop solar energy.
One of its key focuses is on inclusivity, especially empowering female-headed households and women-led businesses by providing easier access to electricity and increasing women’s employment in the energy sector. 
Shubham Chaudhuri, the World Bank Country Director for Nigeria, emphasized the project’s goal of replacing nearly 280,000 polluting and expensive generator sets, contributing significantly to Nigeria’s energy transition objectives. 
Meanwhile, Adebayo Adelabu, Nigeria’s Minister of Power, noted that this effort would extend access to clean and fair energy to communities that are currently unserved or underserved, promoting empowerment and transformation. 


"
Nigeria Secures $1.5bn Loan From US to Boost Solar Power Infrastructure,https://www.thisdaylive.com/index.php/2022/08/05/nigeria-secures-1-5bn-loan-from-us-to-boost-solar-power-infrastructure/,ThisDay,"Nigeria has secured a $1.5 billion loan from the US-EXIM Bank to boost solar power infrastructure in 10 different locations in the country. Chief Executive Officer (CEO) of SUN Africa LLC, USA, Adam Cortese, disclosed this yesterday while speaking with newsmen after a meeting of a delegation of the company with President Muhammadu Buhari at the State House, Abuja.


Cortese explained that the loan was a government-to-government facility on a concessional rate of over 20 years.
According to him, the Niger Delta Power Holding Company (NDPHC) will own the assets, which he said would not only generate low cost electricity but also enable the company to pay back the loan.


Cortese stated, “Once again, this is government-to-government financing. It’s built upon the success that we’ve had in Angola recently, where we’ve delivered roughly $2.6 billion of solar PV storage and transmission capacity.
“I think the important point to note here is, yes, it’s a government-to-government loan, from the US-EXIM Bank to the government of Nigeria, but it’s being done on a concessional rate; over 20-year tenure, which is extremely attractive.


“What’s unique about this model is that NDPHC is going to own its own assets. So, it’s going to own its own generation base and our project will deliver a low levelised cost of electricity, which will not only allow them to pay back the loan from EXIM Bank, but generate a profit on top of it.”



Speaking while receiving the delegation, Buhari declared that the rapid integration of solar power into the country’s energy mix would lead to an increase in electricity access to underserved and unserved communities.
He said his administration had embarked on several reforms aimed at revitalising Nigeria’s energy sector and improving energy access to communities across the country.


The president commended the interest of the US developer to invest in Nigeria’s power sector, pledging that the federal government would remain committed to collaborating with the private sector in improving energy access, creating jobs, and industrial development.
Highlighting some of the reforms embarked upon by his administration to address Nigeria’s energy need, the president listed the signing of the Nigeria Climate Change Bill in November 2021, implementation of the Power Sector Recovery Programme with the World Bank, and the Nigeria Electrification Programme aimed at enhancing energy access to remote communities.


He added that the Presidential Power Initiative with Siemens was aimed at achieving end-to-end alignment across the electricity value chain.
According to the president, “Initiatives like these will go a long way in developing local capacity through technology transfer and relieving transmission constraints through the generation and distribution of electricity in the local Distribution Companies Franchise Area, making off-take easier.
‘‘The Ministers of Finance and Power as well as other agencies of government will remain available at all times, to ensure the achievement of this significant project as part of our efforts towards achieving Net Zero Emission by 2050.



‘‘I am pleased to note the technology transfer content embedded in this initiative as well as the employment generation potentials.
“I thank you all for coming and look forward to receiving regular updates as you achieve significant milestones in developing your projects in Nigeria.”
Earlier in his remarks, Founder, Sun Africa LLC, USA, Mr Goran Rajsic, said the renewable infrastructure company hoped to deliver solar power in multiple locations across the country, just as it had done in Angola, with financing done through the US EXIM Bank. Rajsic pledged that his organisation, working with other leading energy companies, had the capacity to do what Nigeria required in the area of power.


“We will create something that will be of immediate need for Nigeria, and last for years to come,” Rajsic stated.
He described what Sun Africa LLC, USA had in mind as “a partnership for energy and infrastructure, which will revolutionise both the industrial and agricultural sectors.”


Speaking also at the occasion, Managing Director/Chief Executive Officer, Niger Delta Power Holding Company (NDPHC), Chiedu Ugbo, said the company will utilise the loan facility to provide solar power at 10 sites, starting with five."
"FG and Sun Africa LLC signed a development and Engineering, Procurement and Construction (EPC)",https://twitter.com/NigeriaGov/status/1604351171178778625,Twitter,"FG and Sun Africa LLC signed a development and Engineering, Procurement and Construction (EPC) implementation framework agreement for the construction of 5,000 MW of solar generation & 2,500 MWh of battery energy storage power plants for up to $10bn investment from the US govt.
The project will be constructed in different phases across the six geopolitical zones and will provide clean, reliable and affordable electricity to more than 30 million people.
Sun Africa LLC, a U.S. firm, is the largest US renewable energy company operating in Africa. The agreement was signed at the US-Africa Business Forum (USABF) last week Wednesday in Washington by @NiyiAdebayo_, Minister of @TradeInvestNG, and Adam Cortese, CEO of Sun Africa.
"
Troops destroy bread factory at ISWAP hideout in Borno,https://www.thecable.ng/troops-destroy-bread-factory-at-iswap-hideout-in-borno/,TheCable,"Troops of the Nigerian Army (NA) have discovered a bread factory at a hideout of the Islamic State of West Africa Province (ISWAP) in Borno.
Zagazola Makama, a counter-insurgency publication focused on the Lake Chad region, said the factory was discovered on April 21.
The publication said the factory was established at Maisani, Timbuktu Triangle in Damboa LGA of the state.
Intelligence sources told Zagazola Makama that the bread factory was destroyed by troops of Operation Lake Sanity III, Operation Hadin Kai.
The sources said the operation lasted for one week with several terrorists killed, adding that most of them were dislodged from their hideouts.
One source added that the troops recovered “Lister generating plants, 1 baking machine and several baking materials” from the scene.
On April 21, troops discovered a factory where ISWAP fighters manufacture improvised explosive devices (IEDs) in Abulam-BUK, Damboa LGA of Borno state.
"
‘Three ISWAP commanders killed’ as NAF air strike hits terrorists’ hideout in Borno,https://www.thecable.ng/three-iswap-commanders-killed-as-naf-air-strike-hits-terrorists-hideout-in-borno/,TheCable,"Three commanders of the Islamic State of West African Province (ISWAP) have reportedly been killed in military air strikes.
Zagazola Makama, a counter-insurgency publication focused on the Lake Chad region, said the air strikes also killed 22 other insurgents.
The publication said the operation was conducted on Sunday at Arinna Woje village in Marte LGA of Borno.
A source told the publication that the air component of Operation Hadin Kai delivered a full and aggressive bombardment of the terrorists’ hideout.
The source named the three commanders as Abacha, Bakura, and Babangida, an indigene of Jibularam area in Borno.
The publication said the corpses of the ISWAP fighters were recovered and buried on Monday, with many members of the insurgent group in attendance.
Those in attendance included Amirul fiye, Abu Hamza, Khaid of Tumbumma, Abu Nazir, Abu Rijal, the Khaid of Koloram among others.
Recently, troops of Operation Hadin Kai reportedly killed 11 ISWAP fighters and destroyed 25 camps of the terrorists in Sambisa forest and Timbuktu Triangle in Borno.
"
